20000 999387
1750 4645 72
1750 4675 2
1750 4821 57
1750 5341 72
1750 6287 59
1750 6385 87
1750 6787 38
1750 6929 73
1750 7290 21
1750 7690 62
1750 7965 44
1750 8118 76
1750 8924 4
1750 9194 99
1750 9386 83
1750 10597 14
1750 10639 83
1750 11314 6
1750 11727 88
1750 11987 39
1750 12448 81
1750 12578 44
1750 12609 55
1750 13372 1
1750 13457 91
1750 14473 14
1750 14612 81
1750 14779 69
1750 14862 43
1750 15024 46
1750 15238 31
1750 15352 67
1750 15985 43
1750 17350 74
1750 17889 99
1750 19416 89
1750 19666 21
1751 38 7
1751 389 56
1751 546 38
1751 702 82
1751 876 6
1751 1822 14
1751 2431 88
1751 2679 23
1751 3174 32
1751 4409 40
1751 4495 99
1751 4718 96
1751 5273 34
1751 5960 99
1751 6205 35
1751 6209 43
1751 6235 38
1751 7074 91
1751 7140 57
1751 7562 100
1751 7876 68
1751 8055 51
1751 8064 80
1751 8296 76
1751 8379 81
1751 8965 81
1751 10431 40
1751 10533 4
1751 11261 40
1751 11729 52
1751 11799 34
1751 11875 20
1751 12597 10
1751 12897 74
1751 13325 19
1751 13591 100
1751 13723 2
1751 13727 66
1751 14249 28
1751 14471 40
1751 14510 66
1751 15085 23
1751 15137 19
1751 15221 74
1751 15342 74
1751 15485 38
1751 16261 70
1751 16299 45
1751 16698 59
1751 16789 12
1751 16830 67
1751 16954 85
1751 17144 55
1751 18751 4
1751 18890 0
1751 18914 96
1751 19285 2
1751 19324 42
1752 50 31
1752 80 75
1752 577 30
1752 688 40
1752 1205 13
1752 1403 19
1752 1915 4
1752 3221 3
1752 3965 53
1752 4020 37
1752 4180 94
1752 4277 97
1752 5296 73
1752 6394 10
1752 7856 94
1752 7901 45
1752 7918 12
1752 9405 75
1752 9546 88
1752 10237 43
1752 11497 98
1752 12055 7
1752 12720 0
1752 13028 47
1752 14499 97
1752 14614 47
1752 15024 42
1752 15559 32
1752 16137 65
1752 17214 27
1752 17806 78
1752 18628 12
1752 18692 75
1752 18998 40
1752 19121 66
1752 19314 67
1752 19417 27
1752 19572 57
1753 446 6
1753 699 4
1753 2485 1
1753 2725 54
1753 2854 61
1753 3518 70
1753 5472 65
1753 5748 76
1753 5840 73
1753 5863 14
1753 6024 71
1753 6695 47
1753 7221 37
1753 7392 38
1753 7806 99
1753 7821 98
1753 7916 56
1753 8064 9
1753 8655 42
1753 8745 42
1753 9151 59
1753 9501 55
1753 10414 24
1753 10757 91
1753 10790 94
1753 10999 5
1753 11119 86
1753 11266 5
1753 11388 39
1753 11539 98
1753 12670 56
1753 12714 16
1753 12754 12
1753 13345 97
1753 13529 21
1753 13567 58
1753 13568 55
1753 14022 66
1753 14722 63
1753 15006 89
1753 15426 32
1753 16988 75
1753 19764 45
1753 19855 91
1753 19928 18
1754 390 54
1754 719 21
1754 1192 28
1754 1562 74
1754 2047 67
1754 2835 87
1754 3274 79
1754 3384 5
1754 3843 76
1754 6226 37
1754 6686 92
1754 7018 90
1754 7530 59
1754 7927 85
1754 8099 93
1754 8647 17
1754 10154 82
1754 10168 30
1754 10230 91
1754 12021 5
1754 12312 3
1754 12602 25
1754 13356 19
1754 14129 34
1754 14224 14
1754 14378 83
1754 14749 31
1754 14768 21
1754 14956 50
1754 15608 15
1754 15929 17
1754 16442 46
1754 16698 46
1754 17250 21
1754 17440 93
1754 17639 37
1754 18260 35
1754 19068 95
1754 19168 66
1754 19232 42
1754 19245 25
1754 19468 47
1755 1017 47
1755 1404 31
1755 2162 97
1755 3588 0
1755 3676 70
1755 3866 59
1755 3944 20
1755 4305 54
1755 5735 7
1755 6143 48
1755 6821 26
1755 7104 32
1755 7247 58
1755 7693 53
1755 7766 8
1755 8773 87
1755 9418 69
1755 9539 40
1755 9852 48
1755 10039 86
1755 10521 90
1755 11159 80
1755 11781 23
1755 11967 12
1755 12023 6
1755 12116 37
1755 12394 90
1755 12799 14
1755 12905 41
1755 13534 28
1755 13855 79
1755 14390 42
1755 14585 93
1755 15169 15
1755 15217 31
1755 16063 51
1755 16860 37
1755 17267 95
1755 17850 21
1755 17923 34
1755 18011 37
1755 18203 57
1755 18474 49
1755 19126 24
1755 19308 43
1755 19607 81
1755 19866 18
1755 19915 73
1756 186 30
1756 276 76
1756 1124 57
1756 2447 66
1756 2852 6
1756 3362 64
1756 3818 87
1756 5812 38
1756 5920 42
1756 6269 30
1756 6729 15
1756 7203 18
1756 7501 96
1756 7545 88
1756 7555 20
1756 7563 85
1756 8111 84
1756 9408 75
1756 10466 73
1756 10591 65
1756 11310 4
1756 11560 31
1756 11679 74
1756 11876 74
1756 12769 90
1756 12827 92
1756 13206 8
1756 13659 49
1756 14201 54
1756 14884 69
1756 15418 82
1756 15672 33
1756 15956 42
1756 16034 18
1756 16594 7
1756 16646 4
1756 17068 16
1756 17277 56
1756 17829 9
1756 17839 4
1756 18075 16
1756 18555 13
1756 19435 66
1756 19583 5
1757 122 72
1757 293 29
1757 1084 28
1757 1633 36
1757 1828 32
1757 2111 24
1757 2462 54
1757 2495 17
1757 2847 65
1757 3108 24
1757 3126 13
1757 3456 0
1757 3527 31
1757 3720 72
1757 3909 79
1757 4014 25
1757 4489 65
1757 4785 54
1757 5904 42
1757 6111 24
1757 6655 41
1757 7255 89
1757 7383 7
1757 7507 10
1757 7652 78
1757 8060 98
1757 9398 4
1757 9532 77
1757 9722 83
1757 9733 81
1757 9770 69
1757 9839 14
1757 9885 58
1757 10269 77
1757 10620 99
1757 10725 53
1757 11114 86
1757 11582 97
1757 12152 40
1757 12489 92
1757 13704 81
1757 14086 17
1757 14493 24
1757 15333 76
1757 16418 43
1757 17088 77
1757 17201 51
1757 17806 54
1757 18955 79
1758 342 73
1758 1035 19
1758 2396 50
1758 2533 63
1758 3061 49
1758 3374 39
1758 3445 92
1758 3697 6
1758 4125 46
1758 4526 40
1758 5680 10
1758 7186 34
1758 7467 69
1758 7788 26
1758 8167 68
1758 9313 62
1758 9734 21
1758 10037 93
1758 10152 58
1758 10221 70
1758 11278 44
1758 11462 50
1758 11885 20
1758 12628 31
1758 12795 73
1758 13882 71
1758 13890 2
1758 14638 9
1758 14780 74
1758 15957 29
1758 16248 98
1758 16808 8
1758 16987 14
1758 17394 14
1758 17549 56
1758 17591 55
1758 17834 51
1758 18519 20
1758 18591 86
1758 18962 31
1758 19765 19
1759 769 35
1759 1031 6
1759 1331 62
1759 1501 24
1759 1770 14
1759 2169 29
1759 2198 27
1759 2227 64
1759 2382 36
1759 2738 14
1759 3493 17
1759 4146 9
1759 4202 83
1759 4213 31
1759 5279 38
1759 6069 30
1759 6356 79
1759 6562 31
1759 7356 56
1759 7578 97
1759 7664 27
1759 7876 65
1759 8158 11
1759 8564 11
1759 8830 95
1759 8862 10
1759 9125 31
1759 9859 47
1759 9994 57
1759 10113 88
1759 10392 90
1759 10628 24
1759 10780 4
1759 11991 56
1759 13183 22
1759 13674 10
1759 13982 46
1759 14054 60
1759 14185 4
1759 15038 69
1759 15239 25
1759 15372 16
1759 15543 57
1759 15749 93
1759 16192 97
1759 16667 8
1759 17012 26
1759 17105 89
1759 17910 65
1759 19166 47
1759 19216 67
1759 19277 75
1759 19641 86
1759 19792 84
1759 19869 74
1760 189 43
1760 645 62
1760 658 75
1760 830 94
1760 983 89
1760 1077 99
1760 1901 72
1760 2073 95
1760 3508 70
1760 3609 16
1760 4357 29
1760 5306 23
1760 6093 56
1760 6206 84
1760 6232 89
1760 6443 42
1760 6696 28
1760 6922 42
1760 7501 27
1760 7584 99
1760 8042 53
1760 9195 17
1760 9937 89
1760 10163 38
1760 10204 4
1760 10375 56
1760 12206 20
1760 12636 66
1760 13098 82
1760 13209 14
1760 13447 50
1760 13926 11
1760 14164 88
1760 14177 32
1760 14530 91
1760 15362 88
1760 16060 98
1760 16482 13
1760 17020 30
1760 17225 31
1760 17579 83
1760 17610 90
1760 17613 25
1760 17646 27
1760 17905 90
1760 18025 36
1760 18443 47
1760 18690 62
1760 18715 38
1760 19138 73
1760 19280 94
1761 753 21
1761 762 97
1761 1733 4
1761 1756 43
1761 2396 19
1761 3728 85
1761 3881 94
1761 3947 3
1761 5749 68
1761 5959 50
1761 7161 72
1761 7191 48
1761 7474 91
1761 7494 25
1761 7888 32
1761 8436 10
1761 8517 19
1761 8541 32
1761 9092 41
1761 9590 79
1761 9770 54
1761 10390 27
1761 10688 46
1761 11414 99
1761 11429 56
1761 11521 52
1761 12081 20
1761 12409 19
1761 12930 0
1761 13181 7
1761 13313 93
1761 13570 20
1761 13623 11
1761 14358 6
1761 14839 35
1761 15155 59
1761 15833 73
1761 16230 17
1761 16246 85
1761 18128 59
1761 18622 26
1761 19685 85
1762 222 41
1762 631 92
1762 738 10
1762 1722 94
1762 1964 -1
1762 2769 33
1762 3263 16
1762 3279 27
1762 3808 63
1762 3969 57
1762 4348 8
1762 4588 1
1762 4837 30
1762 4855 38
1762 5331 68
1762 5573 69
1762 5793 74
1762 6125 82
1762 6153 38
1762 7073 33
1762 8314 76
1762 9177 58
1762 9400 17
1762 9631 81
1762 9890 71
1762 10314 22
1762 10363 1
1762 10621 21
1762 10695 72
1762 10810 80
1762 12391 51
1762 12668 66
1762 13034 53
1762 13079 23
1762 13463 63
1762 13977 60
1762 14428 8
1762 15138 25
1762 15154 85
1762 15565 78
1762 15963 82
1762 15995 90
1762 16044 74
1762 16365 26
1762 16439 69
1762 16763 29
1762 17460 37
1762 18002 38
1762 18468 89
1762 19125 30
1762 19774 80
1762 19895 87
1763 906 92
1763 1722 31
1763 1778 91
1763 2207 61
1763 3265 9
1763 3787 4
1763 4521 17
1763 4742 47
1763 5058 65
1763 5492 80
1763 5866 60
1763 6115 73
1763 6125 4
1763 7488 58
1763 7564 39
1763 8391 64
1763 9778 86
1763 10844 36
1763 12498 14
1763 12647 45
1763 13218 81
1763 13522 30
1763 15640 58
1763 16193 92
1763 16434 29
1763 16761 20
1763 17648 76
1763 17763 12
1763 18268 66
1763 18337 76
1763 19199 66
1763 19706 0
1763 19723 48
1764 72 53
1764 494 15
1764 511 50
1764 1068 75
1764 2037 17
1764 2331 88
1764 2949 54
1764 3284 57
1764 3777 20
1764 4044 34
1764 4497 39
1764 4606 99
1764 4945 96
1764 5682 74
1764 5805 88
1764 6468 7
1764 6821 5
1764 7478 55
1764 7563 43
1764 7708 91
1764 7808 98
1764 8204 38
1764 8437 34
1764 8621 62
1764 8688 98
1764 8763 49
1764 9115 9
1764 9151 30
1764 9356 82
1764 9495 85
1764 10181 14
1764 10444 44
1764 10719 69
1764 11435 52
1764 12338 63
1764 12640 80
1764 12959 62
1764 13190 64
1764 13481 54
1764 13527 88
1764 13959 39
1764 14256 7
1764 14563 70
1764 14567 18
1764 14999 25
1764 16374 58
1764 16760 41
1764 16956 59
1764 17190 78
1764 17508 84
1764 17795 8
1764 17829 55
1764 18758 68
1764 19705 90
1765 837 27
1765 1707 32
1765 2623 80
1765 2974 57
1765 3212 56
1765 3477 81
1765 3618 86
1765 4971 13
1765 5023 66
1765 5277 42
1765 6312 80
1765 6501 80
1765 7194 89
1765 7520 39
1765 8474 16
1765 8931 78
1765 9061 6
1765 9452 59
1765 9497 25
1765 9884 46
1765 10357 59
1765 10365 45
1765 11033 63
1765 11121 76
1765 11425 77
1765 11834 24
1765 12070 49
1765 12460 40
1765 12726 97
1765 12937 45
1765 13313 28
1765 13331 29
1765 13634 43
1765 13786 88
1765 14827 83
1765 16555 78
1765 17104 87
1765 17549 70
1765 17676 45
1765 18947 68
1765 19417 98
1765 19773 77
1765 19912 21
1766 975 60
1766 1182 10
1766 1365 69
1766 1906 52
1766 2192 74
1766 2856 50
1766 3073 94
1766 3639 39
1766 4076 52
1766 4092 72
1766 4171 3
1766 4633 79
1766 4648 25
1766 4897 30
1766 4992 7
1766 5146 50
1766 5165 65
1766 5168 39
1766 5461 13
1766 5613 62
1766 5707 20
1766 6693 21
1766 6737 23
1766 8408 50
1766 8426 66
1766 9041 62
1766 9563 46
1766 10061 67
1766 10088 43
1766 10253 23
1766 10402 70
1766 10462 52
1766 11195 65
1766 12209 8
1766 12689 80
1766 13267 4
1766 13431 6
1766 13518 80
1766 15628 86
1766 15791 58
1766 16120 18
1766 16883 14
1766 16993 89
1766 17042 33
1766 17262 0
1766 17330 46
1766 17421 83
1766 17771 43
1766 18178 90
1766 18248 78
1766 18849 35
1766 19228 37
1766 19638 36
1767 357 46
1767 368 99
1767 395 94
1767 402 41
1767 1474 79
1767 1570 6
1767 1922 95
1767 2279 25
1767 2323 70
1767 2474 81
1767 2577 80
1767 2844 56
1767 3006 8
1767 3535 96
1767 4034 63
1767 4412 44
1767 4459 63
1767 4679 43
1767 5023 15
1767 5384 48
1767 5512 66
1767 6424 81
1767 6682 93
1767 6706 48
1767 6807 62
1767 7450 5
1767 7520 54
1767 7526 66
1767 8453 82
1767 8533 74
1767 8555 79
1767 9178 82
1767 9226 21
1767 9589 67
1767 9715 25
1767 9827 75
1767 10069 56
1767 10238 0
1767 10452 96
1767 11182 13
1767 12377 35
1767 13141 10
1767 14024 80
1767 14143 36
1767 14440 29
1767 14930 43
1767 15859 100
1767 16015 21
1767 16664 53
1767 16915 84
1767 17089 89
1767 17181 61
1767 17203 86
1767 17917 91
1767 18077 73
1767 18218 95
1767 18289 11
1767 18710 9
1767 19159 78
1767 19798 17
1768 92 7
1768 293 38
1768 1624 50
1768 1748 80
1768 1961 38
1768 3107 59
1768 3145 83
1768 3607 98
1768 3947 67
1768 5260 3
1768 5370 55
1768 5955 20
1768 6458 21
1768 6725 5
1768 7971 0
1768 8048 64
1768 8200 8
1768 8535 37
1768 8954 26
1768 9047 69
1768 9583 8
1768 9706 37
1768 9750 51
1768 9877 23
1768 9961 88
1768 9976 12
1768 11230 24
1768 11259 50
1768 11443 17
1768 13517 68
1768 13790 39
1768 14361 90
1768 14557 62
1768 14642 23
1768 14730 81
1768 15085 2
1768 15117 35
1768 15240 98
1768 16073 55
1768 16155 87
1768 16417 6
1768 16776 35
1768 18034 76
1768 18181 7
1768 18376 66
1768 18585 24
1768 19327 49
1768 19963 24
1769 830 61
1769 1275 31
1769 1918 36
1769 2174 71
1769 2243 9
1769 2386 34
1769 3740 15
1769 3852 32
1769 3975 36
1769 4595 95
1769 4638 20
1769 5120 44
1769 5499 84
1769 7449 3
1769 8067 29
1769 8929 50
1769 9205 26
1769 9692 64
1769 9766 51
1769 9836 79
1769 10318 95
1769 10855 6
1769 11164 90
1769 11213 63
1769 12312 86
1769 12480 57
1769 12637 48
1769 12961 80
1769 14086 30
1769 15225 17
1769 16127 30
1769 16314 98
1769 17202 99
1769 17219 94
1769 17253 54
1769 17364 93
1769 18255 21
1769 19541 97
1769 19553 68
1769 19761 85
1770 455 69
1770 656 73
1770 843 18
1770 1326 15
1770 1920 80
1770 1936 45
1770 2899 3
1770 3095 49
1770 3204 75
1770 3322 0
1770 3509 13
1770 4692 59
1770 4773 65
1770 5410 90
1770 5490 86
1770 6150 7
1770 6554 60
1770 7100 60
1770 7228 58
1770 7308 98
1770 7548 43
1770 7571 56
1770 7735 80
1770 8044 38
1770 8648 14
1770 8965 5
1770 9004 70
1770 9062 32
1770 9886 48
1770 11125 86
1770 11273 31
1770 11290 37
1770 11697 84
1770 12002 73
1770 12645 97
1770 12913 28
1770 13183 57
1770 13278 89
1770 14015 87
1770 14487 50
1770 14634 38
1770 15471 89
1770 15578 100
1770 15855 49
1770 16298 19
1770 16497 26
1770 17215 12
1770 17268 2
1770 17337 60
1770 17394 64
1770 17449 100
1770 17927 56
1770 18056 21
1770 18301 19
1770 18888 58
1770 18932 22
1770 19203 8
1771 49 5
1771 76 28
1771 218 71
1771 640 27
1771 707 57
1771 941 41
1771 2136 55
1771 2649 67
1771 2683 81
1771 3226 94
1771 4412 5
1771 4980 9
1771 5026 2
1771 5341 58
1771 6282 100
1771 6697 27
1771 6809 7
1771 7065 81
1771 7787 11
1771 8002 59
1771 8670 70
1771 9088 87
1771 9394 39
1771 9518 77
1771 9819 75
1771 10305 35
1771 10545 83
1771 10575 8
1771 10791 96
1771 10942 66
1771 12578 40
1771 12612 74
1771 12988 7
1771 14081 11
1771 14551 63
1771 14810 19
1771 14855 32
1771 15118 68
1771 15232 38
1771 15641 26
1771 15812 38
1771 17091 53
1771 17671 66
1771 17921 15
1771 18072 65
1771 18356 23
1771 18509 42
1771 18690 83
1771 18740 69
1771 18927 70
1771 19177 91
1771 19305 18
1771 19554 66
1772 33 18
1772 682 62
1772 906 23
1772 1302 72
1772 1432 26
1772 2131 37
1772 3217 79
1772 3848 29
1772 4599 55
1772 4896 57
1772 5324 28
1772 5655 58
1772 5702 76
1772 6167 52
1772 6669 22
1772 6966 27
1772 7032 4
1772 7209 76
1772 7213 99
1772 7581 8
1772 7629 54
1772 8211 51
1772 8416 60
1772 8771 88
1772 9076 77
1772 9584 21
1772 9674 26
1772 9893 41
1772 9910 85
1772 10549 95
1772 10667 62
1772 11178 97
1772 13227 73
1772 13827 11
1772 13961 6
1772 14290 91
1772 14383 17
1772 14830 20
1772 15064 91
1772 15111 78
1772 15584 91
1772 16308 65
1772 17039 89
1772 17301 39
1772 17539 5
1772 17810 22
1772 18923 18
1772 19186 50
1772 19617 28
1773 680 66
1773 979 90
1773 1329 38
1773 1378 69
1773 1700 64
1773 1741 80
1773 1912 78
1773 2784 34
1773 2814 36
1773 3036 76
1773 3456 54
1773 3602 46
1773 3859 91
1773 4506 57
1773 4858 32
1773 5234 98
1773 5691 59
1773 5883 98
1773 5951 100
1773 6038 49
1773 6110 60
1773 6599 31
1773 6792 61
1773 6967 31
1773 7047 10
1773 7804 53
1773 8429 22
1773 9044 52
1773 9169 49
1773 9328 23
1773 9452 9
1773 9958 55
1773 10215 54
1773 10460 38
1773 10811 5
1773 10932 78
1773 11121 72
1773 11274 48
1773 11572 64
1773 11607 100
1773 11959 43
1773 12933 4
1773 13281 29
1773 15510 39
1773 17014 48
1773 17040 60
1773 17119 37
1773 17234 0
1773 17434 73
1773 18042 59
1773 19020 42
1773 19288 70
1773 19289 52
1774 429 22
1774 729 100
1774 888 43
1774 890 9
1774 2218 28
1774 2493 24
1774 2907 71
1774 3432 61
1774 4226 52
1774 4241 17
1774 4311 64
1774 6011 24
1774 6393 3
1774 6537 52
1774 7676 31
1774 7916 91
1774 7925 36
1774 8688 72
1774 8903 15
1774 9434 92
1774 9523 84
1774 9727 90
1774 10411 81
1774 11588 33
1774 11819 86
1774 12147 50
1774 12658 67
1774 12799 41
1774 16068 14
1774 16235 99
1774 16386 6
1774 16697 29
1774 16731 89
1774 16743 14
1774 16830 5
1774 17163 8
1774 17616 55
1774 17740 0
1774 18107 72
1774 18604 61
1774 18945 36
1774 19102 64
1774 19434 96
1774 19870 27
1775 513 57
1775 1977 92
1775 2748 43
1775 2977 91
1775 3321 59
1775 3653 2
1775 3834 38
1775 4578 77
1775 4775 5
1775 5333 73
1775 5707 54
1775 6333 58
1775 6607 15
1775 6733 72
1775 7361 49
1775 7994 10
1775 8851 42
1775 8881 21
1775 8910 84
1775 9261 76
1775 9809 44
1775 10052 70
1775 10074 80
1775 10603 39
1775 10772 71
1775 11068 100
1775 11852 74
1775 12243 99
1775 14632 91
1775 15428 68
1775 15522 59
1775 15573 61
1775 15818 24
1775 15871 40
1775 16785 97
1775 17504 75
1775 17550 24
1775 17605 63
1775 18032 68
1775 18672 0
1775 18811 32
1775 18957 64
1775 19192 36
1775 19635 77
1776 150 22
1776 795 56
1776 865 67
1776 886 70
1776 1197 30
1776 1693 98
1776 1911 43
1776 2349 57
1776 2536 47
1776 2602 88
1776 2903 43
1776 2980 46
1776 3334 33
1776 3593 92
1776 4030 54
1776 4040 13
1776 4106 85
1776 4243 98
1776 4640 13
1776 4721 15
1776 5460 56
1776 5528 31
1776 5790 63
1776 6010 54
1776 6505 46
1776 6698 89
1776 6984 41
1776 7001 14
1776 7092 81
1776 9176 43
1776 9231 33
1776 9931 32
1776 10573 70
1776 10582 19
1776 10597 21
1776 10902 7
1776 11980 80
1776 12341 43
1776 12590 68
1776 12914 83
1776 13091 12
1776 15000 25
1776 15870 90
1776 15966 44
1776 16200 70
1776 16366 74
1776 16464 59
1776 16470 91
1776 16786 3
1776 16856 71
1776 17360 5
1776 17813 87
1776 19247 93
1777 16 82
1777 430 25
1777 880 17
1777 1091 54
1777 1578 67
1777 2206 20
1777 2236 98
1777 2252 7
1777 2489 86
1777 2536 56
1777 2969 14
1777 3164 89
1777 3734 72
1777 4015 20
1777 4052 71
1777 4504 27
1777 7133 86
1777 7176 29
1777 7459 88
1777 9226 70
1777 9371 62
1777 10541 69
1777 10544 94
1777 11170 49
1777 11600 67
1777 12044 65
1777 12370 19
1777 12786 37
1777 13550 71
1777 13741 33
1777 14520 66
1777 14619 29
1777 15115 46
1777 15280 12
1777 16387 93
1777 16521 77
1777 16562 95
1777 18404 54
1777 18409 31
1777 18512 20
1777 18643 19
1777 19355 4
1777 19792 89
1777 19992 83
1778 226 18
1778 483 37
1778 802 21
1778 1587 88
1778 1894 2
1778 1940 77
1778 2176 12
1778 2903 61
1778 2988 94
1778 3851 26
1778 4351 99
1778 4434 71
1778 4623 31
1778 5357 95
1778 5976 17
1778 6226 8
1778 6254 15
1778 6439 89
1778 6496 29
1778 6695 47
1778 7014 17
1778 7359 57
1778 7728 47
1778 7737 30
1778 8017 30
1778 8251 64
1778 8714 11
1778 9131 81
1778 9167 100
1778 9624 53
1778 9875 53
1778 10240 54
1778 10267 66
1778 10513 25
1778 12310 3
1778 12438 0
1778 13414 2
1778 13696 51
1778 14293 92
1778 14791 95
1778 14925 81
1778 15071 60
1778 15082 48
1778 15323 67
1778 16471 66
1778 16847 31
1778 16990 38
1778 17230 53
1778 17233 79
1778 17523 10
1778 17685 5
1778 17935 69
1778 18252 13
1778 18375 24
1778 18555 64
1778 18569 41
1778 18603 40
1778 19118 49
1778 19242 98
1778 19405 47
1779 1667 97
1779 2285 8
1779 2738 22
1779 3583 93
1779 3771 73
1779 3921 73
1779 3990 16
1779 4190 89
1779 4811 38
1779 5765 23
1779 5845 53
1779 6251 40
1779 6821 40
1779 7043 100
1779 7463 35
1779 8373 63
1779 9441 63
1779 10110 82
1779 10770 88
1779 10777 6
1779 10905 24
1779 11120 82
1779 11357 95
1779 11698 48
1779 12790 74
1779 12868 74
1779 13255 41
1779 13423 57
1779 14801 30
1779 14972 57
1779 15111 93
1779 15223 45
1779 15518 50
1779 16216 26
1779 16224 22
1779 16560 41
1779 16575 4
1779 16907 80
1779 16992 78
1779 17149 78
1779 17905 89
1779 18119 53
1779 18733 46
1779 18808 76
1779 18826 71
1779 18838 61
1779 19139 49
1779 19875 45
1780 732 51
1780 768 93
1780 820 26
1780 1090 65
1780 2418 63
1780 2744 81
1780 3042 80
1780 3083 31
1780 3226 67
1780 3237 68
1780 3838 24
1780 4892 8
1780 4927 71
1780 5167 80
1780 5431 60
1780 5695 75
1780 6026 48
1780 6524 2
1780 6680 37
1780 6700 97
1780 7664 64
1780 8079 79
1780 8977 56
1780 9415 75
1780 9669 83
1780 9811 87
1780 10297 34
1780 10815 90
1780 11211 48
1780 12324 6
1780 12447 29
1780 13401 50
1780 14902 88
1780 15087 20
1780 15262 7
1780 15282 76
1780 16095 28
1780 16393 3
1780 16815 80
1780 17272 72
1780 17452 98
1780 18281 25
1780 18685 57
1780 19118 11
1780 19540 11
1781 438 85
1781 502 50
1781 832 30
1781 1070 97
1781 1267 7
1781 1589 36
1781 1827 29
1781 1880 80
1781 2062 61
1781 2856 13
1781 3220 55
1781 3223 60
1781 4009 33
1781 4522 2
1781 4935 15
1781 5610 63
1781 5842 18
1781 6509 27
1781 6802 73
1781 6970 88
1781 7891 99
1781 7944 65
1781 8757 91
1781 9263 88
1781 9548 75
1781 9622 27
1781 9795 42
1781 11374 95
1781 11645 17
1781 11651 69
1781 11775 50
1781 12104 47
1781 12182 55
1781 12192 82
1781 12458 78
1781 12896 10
1781 13289 69
1781 13372 54
1781 13638 62
1781 15015 52
1781 15032 57
1781 15078 83
1781 15955 35
1781 16479 41
1781 17007 62
1781 17082 30
1781 17229 45
1781 17710 80
1781 18113 81
1781 18225 74
1781 18512 71
1781 18959 44
1782 188 6
1782 1168 26
1782 1328 91
1782 1721 3
1782 2124 41
1782 2668 88
1782 2816 43
1782 3466 75
1782 3614 54
1782 3670 13
1782 3879 60
1782 3894 77
1782 4044 6
1782 4086 8
1782 4162 41
1782 4677 21
1782 4693 2
1782 5284 84
1782 6353 6
1782 6657 67
1782 6933 87
1782 7052 62
1782 7063 95
1782 7245 60
1782 7419 75
1782 8010 0
1782 8114 36
1782 9127 37
1782 10550 66
1782 10710 24
1782 10939 51
1782 11132 57
1782 11319 54
1782 11480 90
1782 11489 82
1782 11645 85
1782 12789 52
1782 13493 7
1782 13676 78
1782 13936 53
1782 13991 76
1782 14733 96
1782 15090 43
1782 15143 95
1782 16076 69
1782 17411 82
1782 17699 46
1782 17903 2
1782 18403 64
1782 18696 61
1782 19589 56
1783 178 50
1783 1787 18
1783 1965 54
1783 2018 22
1783 2108 37
1783 2398 37
1783 2435 27
1783 2468 48
1783 3459 86
1783 3801 57
1783 4214 45
1783 5034 28
1783 5257 99
1783 5805 4
1783 6282 66
1783 6390 79
1783 6862 99
1783 7166 60
1783 7491 89
1783 7907 77
1783 8249 43
1783 8293 55
1783 8544 59
1783 8592 73
1783 8698 7
1783 8836 2
1783 9100 6
1783 9698 29
1783 9820 70
1783 9941 0
1783 11748 23
1783 11807 46
1783 11863 36
1783 11896 39
1783 12247 23
1783 12984 72
1783 13976 2
1783 14473 7
1783 14659 4
1783 14841 79
1783 14934 95
1783 15171 40
1783 15381 63
1783 15457 74
1783 15543 89
1783 15703 53
1783 15799 85
1783 16006 96
1783 16557 67
1783 16977 32
1783 17036 55
1783 17042 45
1783 17054 53
1783 17560 75
1783 18554 32
1783 18779 11
1783 19555 36
1783 19994 81
1784 209 94
1784 966 99
1784 1022 11
1784 1168 70
1784 2249 9
1784 2291 60
1784 2317 85
1784 3562 18
1784 3678 55
1784 4206 91
1784 4791 89
1784 4824 58
1784 5275 46
1784 5580 63
1784 6584 50
1784 6804 100
1784 7521 16
1784 7738 23
1784 7901 7
1784 8065 82
1784 8839 100
1784 9060 15
1784 9420 51
1784 9486 28
1784 9834 83
1784 10055 5
1784 11034 64
1784 11409 96
1784 12126 6
1784 12135 40
1784 12227 58
1784 12536 28
1784 12624 74
1784 13743 79
1784 14265 19
1784 16172 41
1784 16562 37
1784 16892 28
1784 17370 55
1784 17568 5
1784 18038 68
1784 18229 46
1784 18465 44
1784 19000 14
1784 19006 61
1784 19227 60
1784 19387 19
1785 593 65
1785 648 24
1785 651 65
1785 920 92
1785 1115 38
1785 1179 24
1785 1422 35
1785 1958 38
1785 2612 66
1785 4225 54
1785 4306 70
1785 4424 3
1785 4621 67
1785 4671 30
1785 5242 28
1785 6346 56
1785 6930 15
1785 7835 50
1785 8367 90
1785 8557 54
1785 9127 83
1785 9164 84
1785 9483 75
1785 9561 38
1785 11210 79
1785 11400 27
1785 12132 37
1785 12311 7
1785 12431 17
1785 12440 11
1785 13009 69
1785 13761 23
1785 14266 47
1785 14509 1
1785 14723 41
1785 15338 53
1785 15465 20
1785 16014 26
1785 16027 40
1785 16107 16
1785 16268 45
1785 16781 25
1785 17247 35
1785 17348 33
1785 17452 51
1785 17590 16
1785 17712 48
1785 17998 13
1785 18008 75
1785 19147 89
1785 19479 25
1785 19840 42
1785 19873 61
1785 19904 72
1786 341 36
1786 899 23
1786 1687 27
1786 2123 74
1786 2784 87
1786 3090 100
1786 3110 0
1786 3304 11
1786 3449 36
1786 3801 85
1786 4137 10
1786 4199 34
1786 4392 20
1786 4678 25
1786 4885 20
